LinAccel: x,y,z,AngVel: x,y,z,Magnetometer: x,y,z,time,name
-9.230152E-10,0.01185697,0.007387064,0,0,0,0,0,0,0.02,pe.L

9.747039E-11,-0.001252095,-0.0007800739,0,0,0,0,0,0,0.3533334,pe.L

-2.100775E-11,0.0002698635,0.0001681289,0,0,0,0,0,0,0.5332239,pe.L

-5.458628E-11,0.0007012102,0.0004368642,0,0,0,0,0,0,0.6388838,pe.L

-3.929103E-10,0.005047288,0.003144535,0,0,0,0,0,0,0.6849332,pe.L

1.624771E-10,-0.002087166,-0.001300335,0,0,0,0,0,0,0.7581164,pe.L

-1.903008E-10,0.002444587,0.001523013,0,0,0,0,0,0,0.8079141,pe.L

-3.482481E-10,0.004473563,0.002787095,0,0,0,0,0,0,0.8431404,pe.L

2.495802E-10,-0.003206085,-0.001997438,0,0,0,0,0,0,0.8934115,pe.L

-2.621101E-11,0.0003367046,0.0002097718,0,0,0,0,0,0,0.9416097,pe.L

1.900146E-10,-0.00244091,-0.001520723,0,0,0,0,0,0,1.123375,pe.L

-4.064549E-10,0.005221282,0.003252935,0,0,0,0,0,0,1.172223,pe.L

5.260826E-11,-0.0006758016,-0.000421034,0,0,0,0,0,0,1.226127,pe.L

-2.879361E-11,0.0003698805,0.0002304405,0,0,0,0,0,0,1.277281,pe.L

2.826738E-11,-0.0003631203,-0.0002262291,0,0,0,0,0,0,1.331291,pe.L

-1.627856E-10,0.002091128,0.001302803,0,0,0,0,0,0,1.374293,pe.L

1.517955E-10,-0.00194995,-0.001214848,0,0,0,0,0,0,1.432027,pe.L

-1.29102E-10,0.001658433,0.001033228,0,0,0,0,0,0,1.478746,pe.L

2.095626E-12,-2.692086E-05,-1.677205E-05,0,0,0,0,0,0,1.52561,pe.L

-2.189143E-10,0.002812152,0.001752012,0,0,0,0,0,0,1.562843,pe.L

1.368035E-10,-0.001757365,-0.001094864,0,0,0,0,0,0,1.747429,pe.L

-8.729015E-10,0.01121321,0.006985995,0,0,0,0,0,0,1.782742,pe.L

2.919998E-10,-0.003751002,-0.002336929,0,0,0,0,0,0,1.845951,pe.L

-5.952987E-11,0.0007647148,0.0004764286,0,0,0,0,0,0,1.901343,pe.L

-4.604948E-10,0.005915473,0.003685426,0,0,0,0,0,0,1.935996,pe.L

5.937531E-11,-0.0007627284,-0.0004751912,0,0,0,0,0,0,1.972505,pe.L

2.057383E-10,-0.002642895,-0.001646562,0,0,0,0,0,0,2.020952,pe.L

-2.158362E-10,0.002772612,0.001727378,0,0,0,0,0,0,2.059096,pe.L

1.988486E-11,-0.0002554395,-0.0001591421,0,0,0,0,0,0,2.098019,pe.L

2.331414E-10,-0.002994912,-0.001865874,0,0,0,0,0,0,2.162452,pe.L

8.071006,701.2856,-6710.556,0,0,0,0,0,0,2.38962,pe.L

3.07826E-10,-0.005553586,-0.0005209065,0,0,0,0,0,0,2.430177,pe.L

7.903597E-11,-0.001425913,-0.0001337456,0,0,0,0,0,0,2.465073,pe.L

-1.039207E-10,0.001874867,0.0001758559,0,0,0,0,0,0,2.511121,pe.L

-1.745815E-11,0.0003149682,2.954287E-05,0,0,0,0,0,0,2.559948,pe.L

2.490811E-11,-0.0004493747,-4.214975E-05,0,0,0,0,0,0,2.605169,pe.L

-1.48875E-11,0.0002685897,2.519277E-05,0,0,0,0,0,0,2.652584,pe.L

-5.462191E-11,0.0009854513,9.24318E-05,0,0,0,0,0,0,2.714311,pe.L

1.836828E-10,-0.00331388,-0.00031083,0,0,0,0,0,0,2.752303,pe.L

-4.092819E-12,7.38408E-05,6.925921E-06,0,0,0,0,0,0,2.790627,pe.L

-6.034115E-11,0.001088634,0.0001021099,0,0,0,0,0,0,2.958722,pe.L

-7894.883,23716.13,-11177.34,-964.2171,361.1719,0.1075448,0,0,0,3.010494,pe.L

8388.866,-25218.47,11887.96,0.2669516,-0.1272556,-0.06279209,0,0,0,3.059176,pe.L

5.898833,-1.516033,-1.609148,0.07986869,-0.06994747,-0.03237116,0,0,0,3.101933,pe.L

2.431894,-0.55259,1.698801,0.1314812,-0.05509829,0.1340536,0,0,0,3.155659,pe.L

1.878837,-0.2377436,2.507227,0.2753353,-0.02325503,-0.07953221,0,0,0,3.221274,pe.L

2.910989,-0.005062828,4.363923,0.4240567,-0.004954568,-0.09661408,0,0,0,3.258231,pe.L

1.563905,0.06692797,2.364407,0.4964386,0.00764294,-0.1112472,0,0,0,3.294167,pe.L

1.733059,0.2273071,3.164643,0.6353367,0.03106699,-0.1359914,0,0,0,3.34623,pe.L

-2.775131,-0.1958976,-3.355522,0.4532148,0.03963837,-0.0899728,0,0,0,3.394733,pe.L

0.1049453,-0.05528601,0.1457619,0.1362971,-0.03240488,-0.04633329,0,0,0,3.548476,pe.L

3.358654,2.060436,10.38543,0.1890518,-0.4715358,0.1189721,0,0,0,3.590544,pe.L

-5.374824,-2.054073,-30.12274,-0.7376752,-0.1575241,0.05373487,0,0,0,3.632003,pe.L

-1.363499,0.8688981,-10.17205,-1.074971,-0.06569006,0.06713379,0,0,0,3.674279,pe.L

-1.269326,-0.145412,-17.3674,-1.893427,0.1082758,0.08913316,0,0,0,3.725294,pe.L

1.996459,-1.747733,33.11388,-0.8052274,0.1010874,0.03520009,0,0,0,3.759106,pe.L

-0.7109641,-1.443041,-9.520267,1.351006,0.2338725,0.06325585,0,0,0,3.811692,pe.L

1.371237,0.740365,30.13486,-0.3691923,0.08407348,0.01827685,0,0,0,3.845087,pe.L

-0.2880234,-0.321374,2.15089,-0.2909773,0.09981956,0.02413937,0,0,0,3.891863,pe.L

-2.076793,-1.020428,5.727455,-0.09437052,0.2078702,0.07332844,0,0,0,3.939724,pe.L

0.1011148,0.09069973,-0.07843595,0.07683565,0.01758562,0.007575346,0,0,0,4.090567,pe.L

-5.066943,-1.250058,10.59397,0.4766782,-0.1058635,0.05263931,0,0,0,4.142744,pe.L

1.565255,1.427682,-12.5066,-0.02323497,-0.1858797,0.0245258,0,0,0,4.190028,pe.L

2.618228,0.2286409,1.586508,0.1118448,-0.1515107,-0.00975391,0,0,0,4.236959,pe.L

1.045185,-0.1849537,3.719721,0.3410977,-0.1753128,-0.05081531,0,0,0,4.285004,pe.L

0.8710044,-0.1221256,-0.06159529,0.3376657,-0.1356878,-0.05178922,0,0,0,4.34393,pe.L

0.6455436,-0.118712,-1.443429,0.2586057,-0.09656595,-0.03891464,0,0,0,4.386278,pe.L

2.510388,-1.254196,3.576102,0.4368153,-0.1079063,-0.06721023,0,0,0,4.435771,pe.L

